ID,Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x8fbe,CUS_0x18ac,Liana B.g,39,749-91-6133,Scientist,16736596,7,9,33,6,"Payday Loan, Personal Loan, Student Loan, Home Equity Loan, Student Loan, and Personal Loan",54,18,8,2021.95,36.45125429,13 Years and 1 Months,Yes,90.93654041,78.82901031,Low_spent_Medium_value_payments,245.0901159,Poor
0x8fca,CUS_0x6d70,arani Krishnanx,23,#F%$D@*&8,Accountant,68454.96,584,9,19,5,"Payday Loan, Not Specified, Personal Loan, Auto Loan, and Payday Loan",60,16,12,2407.21,34.60754929,18 Years and 8 Months,Yes,160.5136746,278.636555,Low_spent_Large_value_payments,412.9077705,Poor
0x8fd6,CUS_0x9595,Daveyw,32,740-18-4590,Developer,115123.16,0,5,9,2,"Student Loan, and Auto Loan",1,1,3,286.29,40.34219809,NA,No,166.9918084,241.0740916,High_spent_Large_value_payments,786.0937666,Good
0x8fe2,CUS_0xbe4b,Andrea Shalal-Esam,37,589-84-0344,Developer,19920.93,8,3,11,2_,"Credit-Builder Loan, and Not Specified",21,9,4,2645.5,35.35634637,14 Years and 7 Months,Yes,21.04414154,115.4785324,Low_spent_Small_value_payments,300.4850761,Standard
0x8fee,CUS_0x76c1,Jessicaf,28,763-06-9169,Writer,66422.98,8,7,5,7,"Auto Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",26,11,,153.99,33.35833582,10 Years and 10 Months,NM,280.9275506,78.22685923,High_spent_Medium_value_payments,429.4704235,Standard
0x8ffa,CUS_0x7997,Marcy Nicholsonc,22,287-47-9795,Entrepreneur,16568.58,6,6,23,7,"Student Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",25,19,7,4556.34,30.12391829,NA,Yes,80.97704531,206.6429284,Low_spent_Small_value_payments,162.5515263,Poor
0x9006,CUS_0x1eea,Madelinew,29,957-07-5513,Journalist,8439.33,6,9,15,6,"Credit-Builder Loan, Student Loan, Personal Loan, Not Specified, Payday Loan, and Auto Loan",28,25,9,1414.43,23.01778177,19 Years and 1 Months,Yes,35.34387474,31.59991508,Low_spent_Medium_value_payments,268.4839602,Poor
0x9012,CUS_0x7f3c,Jamesk,44,427-34-4793,Architect,10244.8,8,5,18,8,"Debt Consolidation Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Home Equity Loan",50,15,12,4923.97,29.79182364,9 Years and 7 Months,Yes,37.75420493,68.01483598,High_spent_Small_value_payments,267.4042924,Standard
0x901e,CUS_0x840b,Josephp,30,068-07-3518,Scientist,9623.005,7,9,28,5_,"Home Equity Loan, Payday Loan, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",52,15,11,1693,30.57231575,17 Years and 8 Months,Yes,26.24081335,12.60425403,High_spent_Medium_value_payments,307.246641,Standard
0x902a,CUS_0x1e87,Shirbonu,24,988-83-0517,Lawyer,167489.4,1,1,11,2_,"Not Specified, and Payday Loan",10,11,0,1328.9,45.78846031,26 Years and 4 Months,No,196.0304653,242.60658,High_spent_Large_value_payments,1203.907955,Good
0x9036,CUS_0x8d7e,Lucial,38,911-18-9186,Accountant,21490.82,3,5,5,4,"Payday Loan, Payday Loan, Payday Loan, and Auto Loan",28,10,5,437.91,29.95472871,25 Years and 10 Months,Yes,58.14835817,50.39356608,Low_spent_Medium_value_payments,352.7482424,Standard
0x9042,CUS_0x79b8,Valetkevitchb,28,028-33-6202,Accountant,34392.44,9,6,1846,3_,"Auto Loan, Payday Loan, and Credit-Builder Loan",33,19,10,2405.43_,32.52028275,12 Years and 1 Months,Yes,80.04324652,,High_spent_Large_value_payments,397.7639358,Poor
0x904e,CUS_0xab2b,Richard Leongp,35,559-25-3277,Entrepreneur,31985.64,5,6,11,4,"Not Specified, Auto Loan, Mortgage Loan, and Student Loan",10,,5,2615,29.47149396,5 Years and 3 Months,NM,65.83466693,__10000__,High_spent_Small_value_payments,376.3938678,Poor
0x905a,CUS_0xa73b,Niveditak,41,341-87-3689,Scientist,26526.93,4,7,13,4,"Student Loan, Not Specified, Home Equity Loan, and Auto Loan",5,5,1,896.49,29.05199399,29 Years and 11 Months,Yes,76.55602868,75.07482755,High_spent_Medium_value_payments,318.3268938,Standard
0x9066,CUS_0xa980,Steve Hollg,33,787-43-5273,Mechanic,70360.58,3,6,12,1,Payday Loan,10,7,2,946.96,34.6619441,17 Years and 7 Months,No,50.41366815,281.5774727,High_spent_Small_value_payments,533.1470259,Standard
0x9072,CUS_0x734a,Alexei Oreskovicd,19,549-24-0925,Developer,36349.28,6,8,26,4,"Auto Loan, Not Specified, Credit-Builder Loan, and Credit-Builder Loan",26,20,11,2195.84,29.86059266,10 Years and 1 Months,Yes,72.66080283,110.5177578,!@9#%8,395.3321061,Poor
0x907e,CUS_0x56c5,Louise Eganz,22,978-95-3432,Developer,17701.62,5,4,13,-100,"Home Equity Loan, Not Specified, Not Specified, and Personal Loan",22,13,8,816.95,26.57777262,13 Years and 4 Months,Yes,38.24882791,50.77150528,Low_spent_Medium_value_payments,325.4931668,Standard
0x908a,CUS_0x8924,"ODonnell""r",39,343-62-3057,Lawyer,19008.32_,4,3,7,2,"Personal Loan, and Student Loan",21,13,2,673.99,25.4550293,NA,No,31.09390071,45.90453632,High_spent_Medium_value_payments,355.5042296,Standard
0x9096,CUS_0x9296,Huwy,19,291-14-0882,Manager,8649.85,7,10,34,5,"Payday Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",58,18,10,2289.38,28.7685822,11 Years and 5 Months,Yes,31.00506615,39.98442426,Low_spent_Small_value_payments,300.7925929,Poor
0x90a2,CUS_0x2d17,Wangf,31,821-45-9270,Media_Manager,23401.58,5,7,8,0,,26,17,6,1433.84,33.68504253,NA,Yes,0,46.43033023,High_spent_Small_value_payments,425.5828364,Standard
0x90ae,CUS_0x10c5,Moony,24,041-74-6785,Entrepreneur,158623.16,2,7,10,1_,Payday Loan,10,5,0,1134.83,36.53576656,29 Years and 7 Months,No,91.03390498,766.8129855,High_spent_Small_value_payments,720.2127761,Good
0x90ba,CUS_0x3a9d,Garimac,23,725-74-3647,Scientist,88726.46,2,147,7,3,"Personal Loan, Mortgage Loan, and Home Equity Loan",1,4,1,477.58,35.63044266,31 Years and 2 Months,No,161.2242491,139.3465953,High_spent_Large_value_payments,649.9163222,Good
0x90c6,CUS_0x938,Fiona Ortizn,25_,#F%$D@*&8,Architect,12593.445,4,4,7,2,"Personal Loan, and Credit-Builder Loan",6,12,5,43.68,29.00895621,16 Years and 3 Months,Yes,18.94454818,16.1596236,High_spent_Small_value_payments,301.2412032,Standard
0x90d2,CUS_0x5184,Seetharamana,22,998-89-8313,Architect,72757.26,2,2,4,0,,9,-2,2,522.38,37.86114324,22 Years and 3 Months,No,0,__10000__,Low_spent_Small_value_payments,462.4053806,Good
0x90de,CUS_0x45ab,Tomf,38,965-34-9894,Teacher,91111.98,6,3,16,6,"Debt Consolidation Loan, Payday Loan, Not Specified, Auto Loan, Not Specified, and Credit-Builder Loan",23,10,5,823.66,25.53147569,10 Years and 8 Months,Yes,421.3789056,228.1207543,Low_spent_Medium_value_payments,384.0668401,Standard
0x90ea,CUS_0x7e7f,Emotou,44,171-52-8384,Doctor,73439.26_,8,7,6,4,"Debt Consolidation Loan, Auto Loan, Auto Loan, and Auto Loan",8,20,,613.92,32.30423053,17 Years and 8 Months,No,186.3811784,61.69331737,High_spent_Large_value_payments,606.4193375,Standard
0x90f6,CUS_0x16be,Agnieszkac,38,241-14-6353,Doctor,11923152,5,3,20,6,"Personal Loan, Mortgage Loan, Not Specified, Not Specified, Payday Loan, and Debt Consolidation Loan",6,10,5,1469.91,27.49238327,6 Years and 10 Months,Yes,199.4797293,126.0042983,High_spent_Medium_value_payments,477.0744724,Standard
0x9102,CUS_0x325f,Alexei Oreskovicx,34,153-16-9858,Architect,13840.485_,6,7,17,4,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, and Auto Loan",7,12,1,687,29.52165076,18 Years and 10 Months,Yes,35.08888572,70.40641706,Low_spent_Small_value_payments,289.7420722,Standard
0x910e,CUS_0x332c,Takadav,35,637-30-2918,_______,17693.62,9,9,1913,2,"Payday Loan, and Student Loan",39,,11,2476.23,38.02691534,10 Years and 3 Months,Yes,20.00324805,144.1615272,Low_spent_Large_value_payments,265.6820581,Poor
0x911a,CUS_0xb163,Zaida Espanar,42,085-73-7726,Architect,101029.59,3,5,9,3_,"Auto Loan, Not Specified, and Not Specified",30,15,5,267.98,36.43476183,NA,Yes,192.8950127,428.6510048,Low_spent_Large_value_payments,470.8672325,Standard
0x9126,CUS_0x2467,Koh Guij,365,772-51-2153,Media_Manager,61279.77,6,3,17,5,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Auto Loan, and Home Equity Loan",14,10,8,1836.43,39.65520272,9 Years and 5 Months,Yes,167.621679,43.47923161,High_spent_Large_value_payments,522.1638394,Standard
0x9132,CUS_0x4484,Allisonq,39,725-12-6374,Architect,38365.21,4,4,5,2,"Not Specified, and Student Loan",6,11_,0,121.17,32.46387754,28 Years and 7 Months,No,35.0070255,__10000__,High_spent_Medium_value_payments,501.6648671,Good
0x913e,CUS_0x703c,Chrisi,54,537-15-0590,Architect,131113.28,1,4,6,3,"Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",14,11,2,954.65,35.00161991,16 Years and 7 Months,NM,258.360226,295.5266416,Low_spent_Medium_value_payments,827.6237991,Good
0x914a,CUS_0xadf2,Fayeny,23,098-99-7773,Architect,99663,5,3,7,4,"Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",13,0,4,96.62_,33.24233256,20 Years and 5 Months,No,293.3183174,148.6585383,High_spent_Large_value_payments,653.1481444,Good
0x9156,CUS_0x5321,Rodrigo Camposk,26,301-55-3014,Accountant,38897.52,5,5,3,1,Student Loan,8,7,0,286.43,27.4489593,22 Years and 2 Months,No,26.46300038,174.4637896,High_spent_Small_value_payments,399.31921,Good
0x9162,CUS_0x5f43,Anthonyc,50,#F%$D@*&8,Entrepreneur,29964.04,6,3,12,3,"Not Specified, Auto Loan, and Credit-Builder Loan",11,,1,116.39,31.0540224,32 Years and 11 Months,No,62.5058393,224.4754996,Low_spent_Small_value_payments,245.0189945,Standard
0x916e,CUS_0xae47,Tomk,14,368-25-5594,Doctor,68657.76,6,4,16,6,"Payday Loan, Auto Loan, Student Loan, Student Loan, Auto Loan, and Not Specified",11,12,4,1532.41,34.10949585,17 Years and 2 Months,Yes,282.6706473,283.1151013,Low_spent_Medium_value_payments,270.0622514,Poor
0x917a,CUS_0x6117,,28,478-07-5623,Lawyer,17570.58,8,7,5,-100,"Auto Loan, Debt Consolidation Loan, and Not Specified",18,8,7,884.54,26.86182464,14 Years and 7 Months,NM,42.47517658,119.6394939,Low_spent_Small_value_payments,247.3068295,Standard
0x9186,CUS_0x1f4a,Langi Chiangy,25,741-62-1913,Mechanic,102023.4,6,867,6,0,,13,17,3,271.96,29.97886547,21 Years and 11 Months,No,0,104.7734842,!@9#%8,998.8215158,Poor
0x9192,CUS_0x52d3,en Hirschlerv,52,439-31-4578,Manager,93424.8,8,7,15,1,Not Specified,11,18,0,757.48,34.7628469,21 Years and 11 Months,No,46.95094517,412.8518882,High_spent_Small_value_payments,555.1371666,Standard
0x919e,CUS_0x29ae,Karolina Tagarisb,41,899-22-2246,Mechanic,75723.81,5,7,1,0,,7,22,4,1198.09,31.22299423,32 Years and 11 Months,No,0,252.542124,Low_spent_Large_value_payments,631.589626,Good
0x91aa,CUS_0xa514,Lionelu,37,896-84-1335,Media_Manager,15659.24,7,9,15,6,"Student Loan, Credit-Builder Loan, Student Loan, Payday Loan, Personal Loan, and Not Specified",26,23,7,2521.81,26.98840888,9 Years and 11 Months,Yes,68.47578137,95.37592954,High_spent_Small_value_payments,251.1419558,Poor
0x91b6,CUS_0x6aec,Matt Dailyf,35,511-89-0913,Journalist,9290.25,6,7,32,9,"Home Equity Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Payday Loan, Home Equity Loan, Personal Loan, Credit-Builder Loan, and Not Specified",24,19,8,1633.87,27.54621751,14 Years and 5 Months,Yes,40.85673733,,Low_spent_Small_value_payments,256.6390337,Poor
0x91c2,CUS_0x39d6,Dorisn,31,297-98-4713,Writer,17416.5,6,7,31,6,"Credit-Builder Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, Not Specified, and Mortgage Loan",5,11,12,2505.52,35.32736078,18 Years and 2 Months,Yes,65.22298549,19.64796259,High_spent_Medium_value_payments,321.1665519,Poor
0x91ce,CUS_0x5e02,Hirschlerh,21,864-61-5672,Writer,21156.88,5,6,13,0,,25,9,5,386.38,35.70616279,16 Years and 2 Months,Yes,0,176.2641693,Low_spent_Small_value_payments,278.0431641,Standard
0x91da,CUS_0x842e,Alano,24,#F%$D@*&8,Mechanic,15881.58,8,6,946,7,"Auto Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Not Specified, Debt Consolidation Loan, and Payday Loan",35,20,12,3614.38,30.60196831,5 Years and 11 Months,Yes,67.15145011,76.27454835,Low_spent_Medium_value_payments,253.5205015,Poor
0x91e6,CUS_0x3c9b,Angela Moont,30,532-23-8409,Scientist,7199.325,8,6,21,6,"Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",47,18,7,4918.95,27.4000123,2 Years and 10 Months,Yes,31.94138147,0,High_spent_Small_value_payments,259.3715131,Standard
0x91f2,CUS_0xb38b,Jed Horowitzr,20,700-56-1712,Accountant,80436.12,3,4,13,6,"Not Specified, Debt Consolidation Loan, Mortgage Loan, Not Specified, Mortgage Loan, and Not Specified",12,17,8,2409.33,28.17065397,7 Years and 1 Months,Yes,304.631707,580.2352185,Low_spent_Small_value_payments,69.43407447,Standard
0x91fe,CUS_0xa3fa,Angelao,45,239-91-8699,Engineer,24282.15,4,6,6,0,,30,14,0,923.75,38.39642497,32 Years and 1 Months,No,0,__10000__,Low_spent_Small_value_payments,293.2588657,Good
0x920a,CUS_0x9281,Saphirz,36,114-10-2779,Engineer,46352.82,6,9,32,4,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Credit-Builder Loan",62,17,9,2353.7,26.35674511,17 Years and 2 Months,Yes,93.10897495,229.266939,Low_spent_Small_value_payments,367.697586,Poor
0x9216,CUS_0x3a82,Niveditax,45,219-72-8338,Entrepreneur,20393.22,7,1389,12,7,"Payday Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Home Equity Loan",26,9,7,10.52,31.62576903,13 Years and 3 Months,Yes,99.81250237,35.57073246,High_spent_Small_value_payments,304.9602652,Standard
0x9222,CUS_0x8d90,Basill,40,632-17-8137,Scientist,14826.93,6,6,17,9,"Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Payday Loan",19,25,9,3732.22,39.37955538,7 Years and 3 Months,Yes,100.8532078,47.90763715,Low_spent_Small_value_payments,240.096905,Poor
0x922e,CUS_0xaed9,Isabel Reynoldso,25,007-90-6393,Teacher,97566.81,0,3,6,3,"Student Loan, Auto Loan, and Not Specified",6,4,0,523.21,27.38173962,24 Years and 9 Months,No,203.4421695,187.0219404,High_spent_Large_value_payments,682.2926401,Good
0x923a,CUS_0x6e1e,arry Moodyq,37,297-00-9577,Entrepreneur,61449.66,7,8,25,6,"Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Student Loan",46,20,8,1315.4,33.66785361,11 Years and 5 Months,NM,159.5464142,64.28283282,High_spent_Medium_value_payments,559.551253,Poor
0x9246,CUS_0x659b,Eva Kuehnena,16,061-02-5773,Writer,19980.36_,4,3,6,3,"Payday Loan, Home Equity Loan, and Debt Consolidation Loan",30,,8,1477.83,27.91016753,21 Years and 10 Months,Yes,25.80543921,184.117462,Low_spent_Small_value_payments,230.6800988,Standard
0x9252,CUS_0xa54d,Katya Wachtell,34,#F%$D@*&8,Writer,56047.34,3,6,1,4,"Not Specified, Debt Consolidation Loan, Credit-Builder Loan, and Payday Loan",30,8,1,990.4,30.13752896,20 Years and 7 Months,No,115.8265194,410.963041,Low_spent_Large_value_payments,185.4716062,Good
0x925e,CUS_0x9e3,Suzanne Barlyni,14,795-25-5894,_______,44756.64_,10,6,19,6_,"Student Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",22,18,9,1773.45,34.38668317,11 Years and 10 Months,Yes,116.6411474,301.5431809,Low_spent_Large_value_payments,212.9876718,Standard
0x926a,CUS_0x2730,Paul Carrelb,38,272-36-5834,Engineer,23289.74,4,6,6,4,"Auto Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",19,,3,804.75,38.4234833,22 Years and 9 Months,No,40.09514487,36.58608598,!@9#%8,384.5999358,Good
0x9276,CUS_0xafbb,Rodrigo Camposq,32,840-28-4257,Lawyer,26265.81,3,3,17,4,"Credit-Builder Loan, Payday Loan, Personal Loan, and Debt Consolidation Loan",12,21,6,1259.6,31.13845288,11 Years and 2 Months,Yes,46.66250172,167.2499712,High_spent_Small_value_payments,292.5692771,Standard
0x9282,CUS_0xae92,,26,978-16-2793,Teacher,94287.36,4,4,13,2,"Student Loan, and Personal Loan",27,17,2,1261.99,28.83988389,15 Years and 7 Months,Yes,124.1430163,157.1865138,High_spent_Large_value_payments,740.9984699,Standard
0x928e,CUS_0x5e33,Lesleys,27,095-07-4805,Developer,14860.49,9,8,23,4,"Mortgage Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",57,17,10,2688.87,35.4108515,17 Years and 3 Months,NM,4991,45.02660886,High_spent_Small_value_payments,323.9602617,Poor
0x929a,CUS_0x5974,Scott Malonev,41,481-22-7460,Mechanic,81465.64,10,6,34,7,"Home Equity Loan, Not Specified, Not Specified, Mortgage Loan, Personal Loan, Auto Loan, and Home Equity Loan",28,23,10,4760.54,27.04884527,11 Years and 2 Months,Yes,450.5851706,178.5946071,Low_spent_Large_value_payments,310.8005557,Poor
0x92a6,CUS_0xb7ca,Langi Chiangv,28,869-43-2005,Developer,9550.435,9,5,19,8,"Payday Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Mortgage Loan",24,17,10,1823.14,36.76722505,12 Years and 1 Months,Yes,48.02113782,0,High_spent_Large_value_payments,257.2454483,Standard
0x92b2,CUS_0xd88,Shamall,40,819-73-4086,Journalist,9917.285,10,5,26,6,"Payday Loan, Not Specified, Student Loan, Payday Loan, Payday Loan, and Home Equity Loan",37,19,11,1590.4,26.13366845,19 Years and 4 Months,Yes,30.47353816,74.23972178,!@9#%8,274.7307817,Standard
0x92be,CUS_0x25b0,Ransdell Piersonk,31,686-89-7086,Teacher,8819.74,9,8,20,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Personal Loan, and Debt Consolidation Loan",37,,6,4084.61,35.82288173,6 Years and 3 Months,NM,22.20467732,65.27328699,Low_spent_Small_value_payments,289.219869,Poor
0x92ca,CUS_0x7623,,18,315-73-7611,Musician,16518.68,4,6,14,4,"Not Specified, Student Loan, Auto Loan, and Payday Loan",10,9,0,1277.8,31.76365587,31 Years and 3 Months,Yes,51.73970546,88.41520622,Low_spent_Medium_value_payments,295.800755,Standard
0x92d6,CUS_0xa72c,Edwardsk,27,003-28-8343,Writer,32117.87,6,6,6,4,"Credit-Builder Loan, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",15,18,7,1052.88,39.53391634,6 Years and 9 Months,Yes,69.69259132,,High_spent_Medium_value_payments,357.9615755,Standard
0x92e2,CUS_0x3870,Mikeh,23_,758-17-1797,Manager,32720.38,10,9,24,4,"Credit-Builder Loan, Student Loan, Personal Loan, and Payday Loan",35,19,,2276.35,30.84166215,6 Years and 5 Months,Yes,75.89867167,195.6601709,Low_spent_Large_value_payments,296.2109908,Poor
0x92ee,CUS_0xc9f,Jennifert,14,594-51-0874,Scientist,21382.81,7,5,14,2,"Debt Consolidation Loan, and Auto Loan",18,9,4,1059.86,28.26751171,6 Years and 10 Months,NM,67839,143.2935184,Low_spent_Small_value_payments,284.4864232,Standard
0x92fa,CUS_0x76ca,Dianen,50,242-45-2340,Mechanic,97010.16,1,7,3,0,,10,1,4,248.84,31.67297198,29 Years and 10 Months,No,0,758.0210398,!@9#%8,349.7969602,Poor
0x9306,CUS_0x672c,ray,19,450-62-5162,Manager,19569.27,10,6,33,5,"Payday Loan, Home Equity Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",33,18,7,3902.74,23.11828711,0 Years and 4 Months,Yes,64.02497918,213.8619926,Low_spent_Small_value_payments,185.7902782,Standard
0x9312,CUS_0x909d,Robin Paxtonb,18,156-69-3703,Engineer,17686.19_,9,9,19,6,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Home Equity Loan",35,18,9,2994.45,22.65739426,NA,NM,59.38569733,57.94420258,High_spent_Medium_value_payments,275.1550168,Standard
0x931e,CUS_0x4ef0,Rigbyx,21,#F%$D@*&8,_______,7177.535,9,9,16,5,"Payday Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, and Not Specified",45,15,10,1339.34,35.35403173,5 Years and 9 Months,Yes,22.08428099,41.91349799,Low_spent_Small_value_payments,267.2150127,Poor
0x932a,CUS_0xacd6,Nadia Damounir,42,333-29-1726,Engineer,83245.14,2,3,4063,1,Student Loan,7,8,4,1229.4,33.40979158,20 Years and 5 Months,No,67.69217501,285.1653212,High_spent_Medium_value_payments,600.8520038,Standard
0x9336,CUS_0x49bf,Ahmannz,30,067-13-9000,Musician,44056.29,4,5,29,5,"Personal Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",5,19,2256,1474.48,32.414325,12 Years and 7 Months,Yes,139.3308661,48.69280409,High_spent_Large_value_payments,446.6120798,Poor
0x9342,CUS_0x31ac,,22,599-00-4004,Mechanic,20929.34_,7,6,10,3,"Mortgage Loan, Personal Loan, and Mortgage Loan",13,8,8,695.45,25.56256669,13 Years and 10 Months,Yes,45.44267175,94.42857801,Low_spent_Small_value_payments,333.9399169,Standard
0x934e,CUS_0xaa62,Tommyl,44,059-43-1970,Teacher,19379.71,8,5,19,4,"Payday Loan, Mortgage Loan, Personal Loan, and Student Loan",21,15,6,2010.92,29.35075427,13 Years and 7 Months,Yes,42.10086855,117.8302277,Low_spent_Small_value_payments,309.7664871,Poor
0x935a,CUS_0x1929,Rickw,28,395-44-7800,Engineer,101586.12,8,7,9,0,,13,8,2,597.31,26.0670776,NA,No,0,445.2881954,Low_spent_Large_value_payments,652.5628046,Good
0x9366,CUS_0x7703,ernard Vaughanr,38,401-95-5016,Writer,17129.91,5,1,5,3,"Auto Loan, Payday Loan, and Auto Loan",11,4,2,1307.4,24.77594233,26 Years and 3 Months,No,30.15286078,31.21248615,High_spent_Small_value_payments,332.1839031,Good
0x9372,CUS_0xa387,Mikolajczaku,26,959-82-5575,Writer,85303.08,5,7,20,4,"Student Loan, Mortgage Loan, Personal Loan, and Payday Loan",22,12,3,1024.56,28.18270626,21 Years and 5 Months,Yes,264.2737027,218.5456314,High_spent_Medium_value_payments,451.9396659,Standard
0x937e,CUS_0x51de,Maloneq,25,#F%$D@*&8,_______,66553.95,7,4,17,3,"Debt Consolidation Loan, Payday Loan, and Auto Loan",30,17,6,574.55,32.44952031,9 Years and 9 Months,Yes,134.7539416,77.37705587,High_spent_Medium_value_payments,595.9852525,Standard
0x938a,CUS_0x7a76,Clare Jimd,29,513-52-8804,Teacher,32795.94_,3,5,1,3_,"Student Loan, Home Equity Loan, and Personal Loan",7,9,0,725.14,29.80125535,22 Years and 9 Months,No,55.29188211,45.61667152,High_spent_Large_value_payments,432.0909464,Good
0x9396,CUS_0x8ce7,Jonesb,20,829-65-6560,Doctor,60610.14,6,8,15,6,"Auto Loan, Student Loan, Not Specified, Student Loan, Payday Loan, and Student Loan",11,7,10,1864.43,32.40480596,11 Years and 9 Months,Yes,204.018073,152.4945793,High_spent_Medium_value_payments,425.7718477,Poor
0x93a2,CUS_0x97e3,David Millikene,48,830-60-4167,Doctor,10973.515,8,4,5,3,"Not Specified, Student Loan, and Payday Loan",7,18,2,927.55,28.90492257,28 Years and 1 Months,NM,22.58008643,121.6403825,Low_spent_Small_value_payments,236.5254894,Standard
0x93ae,CUS_0xa4a5,Charlie Zhum,34,#F%$D@*&8,_______,66361.76,9,10,25,9,"Student Loan, Mortgage Loan, Personal Loan, Student Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Student Loan, and Payday Loan",18,18,9,2531.63,29.9098191,13 Years and 10 Months,Yes,371.322914,137.6179745,High_spent_Medium_value_payments,319.1737781,Poor
0x93ba,CUS_0xb1c4,Sinead Carewv,33,696-16-4257,Accountant,14525.53,10,8,29,6,"Not Specified, Debt Consolidation Loan, Payday Loan, Student Loan, Payday Loan, and Home Equity Loan",42,18,11,2928.67,38.75792687,12 Years and 4 Months,Yes,51.57384518,84.2934291,Low_spent_Small_value_payments,267.4788091,Standard
0x93c6,CUS_0xc181,Davidf,36,675-08-7274,_______,25567.26,3,7,15,3,"Debt Consolidation Loan, Payday Loan, and Personal Loan",22,8,1,1446.82,34.56798657,NA,NM,44.83155236,62.42873454,High_spent_Small_value_payments,349.8002131,Standard
0x93d2,CUS_0x15df,,29,#F%$D@*&8,Manager,12277393,2,3,10,1,Credit-Builder Loan,5,,0,640.07,35.12207669,29 Years and 2 Months,NM,97.85936259,249.895944,High_spent_Medium_value_payments,1269.488693,Poor
0x93de,CUS_0xbd64,Paritosh Bansalr,26,488-49-1260,Manager,28749.39,7,3,10,4,"Mortgage Loan, Student Loan, Debt Consolidation Loan, and Not Specified",16,18,0,1084.73,22.99463763,16 Years and 7 Months,No,63710,65.79449279,High_spent_Medium_value_payments,309.2469331,Good
0x93ea,CUS_0x181a,Andrewr,55,165-48-8166,Mechanic,34676.38,5,5,18,1_,Student Loan,5,17,2,1334.09,34.45504591,NA,Yes,20.3682256,41.51849342,High_spent_Large_value_payments,455.3831143,Standard
0x93f6,CUS_0x922f,Paul Lienertx,41,477-02-5379,Doctor,30243.64,10,7,23,6,"Payday Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",22,15,11,2027.23,26.29650286,14 Years and 10 Months,Yes,85.88494194,117.384928,Low_spent_Medium_value_payments,351.0604634,Poor
0x9402,CUS_0x65ae,Re,47,#F%$D@*&8,Journalist,41832.64,7,7,10,3,"Mortgage Loan, Student Loan, and Student Loan",17,20_,3,759.6,32.80743994,25 Years and 8 Months,Yes,62.74167941,72.09455414,High_spent_Large_value_payments,476.4690998,Standard
0x940e,CUS_0x8b06,Nickd,40,414-76-2511,Journalist,20946.12,9,9,18,-100,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Not Specified, and Mortgage Loan",25,25,12,3093.39,36.29560521,1 Years and 1 Months,Yes,104.0753448,47.93880922,High_spent_Large_value_payments,283.536846,Standard
