Access Code,Name,Gender,Age,Height,Initial Weight,Lowest Weight,Target Weight,Product Name,Status,Price,Purchased At,Payment Type,Channel
7LEF2U5O,장지아,FEMALE,33.0,152.0,53.0,52.5,46.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-26 21:31:23.816000,Recurring,naver
VPDCU64K,고수빈,FEMALE,22.0,155.0,58.0,59.56,42.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-25 20:20:51.872000,Recurring,facebook
7NY2ZXKG,한슬영,FEMALE,21.0,172.0,66.3,63.0,53.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-29 21:35:17.872000,Recurring,facebook
BPR2HJ52,이성빈,FEMALE,23.0,158.0,57.0,56.0,53.01000214,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-28 13:38:49.152000,Recurring,facebook
FMPSAPF6,김수지,FEMALE,24.0,155.0,48.0,52.5,44.0,눔 체중감량 프로그램,completed,112500,2017-04-13 23:25:16.064000,Recurring,others
5GR78C8T,한수인,FEMALE,35.0,163.0,82.7,82.7,52.7,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-09 19:21:10.816000,Recurring,facebook
55CLDEAS,김현호,MALE,31.0,171.0,83.2,77.4,75.0,눔 체중감량 프로그램,completed,112500,2017-05-22 08:03:36.656000,Recurring,naver
WJPZVGQY,송성희,FEMALE,30.0,170.0,81.5,,55.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-12 13:51:09.640000,Recurring,facebook
FJGXUB5S,한채우,FEMALE,21.0,153.0,63.0,,45.0,눔 체중감량 프로그램,completed,112500,2017-03-21 10:29:46.000000,Recurring,direct
0AP8PY6O,홍설영,FEMALE,40.0,160.0,61.8,60.4,57.474,눔 체중감량 프로그램,cancelled,112500,2017-05-07 23:05:43.704000,Recurring,facebook
3TU9P0DD,송성연,FEMALE,22.0,163.0,54.0,,50.22000122,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-21 21:39:43.056000,Recurring,facebook
AKSMIZVF,홍슬영,FEMALE,35.0,159.0,50.0,48.0,46.035,눔 체중감량 프로그램,cancelled,112500,2017-04-25 12:31:25.728000,Recurring,others
YT6UAT1Q,오채정,FEMALE,32.0,164.0,66.6,,61.93799973,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-29 17:33:42.648000,Recurring,facebook
4MNEL4V5,류솔민,FEMALE,21.0,156.0,79.9,76.3,60.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-03 09:07:31.896000,Recurring,facebook
VOX8AQYL,임소은,FEMALE,38.0,164.0,60.0,58.2,54.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-20 00:18:55.240000,Recurring,others
ASLVKYDF,최세윤,FEMALE,29.0,168.0,56.0,56.0,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-19 08:46:51.816000,Recurring,facebook
2Y232WHI,류수민,FEMALE,30.0,170.0,70.0,68.5,65.1,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-01 15:37:58.424000,Recurring,instagram
5IRDLWLH,박세연,FEMALE,27.0,153.0,57.0,52.0,46.0,눔 체중감량 프로그램,completed,44780,2017-03-19 21:15:24.056000,Recurring,facebook
DC28JVOA,서소정,FEMALE,23.0,158.0,67.7,,62.961000000000006,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-29 09:22:25.752000,Recurring,direct
ZMX4JBU2,문솔미,FEMALE,34.0,158.0,64.5,52.1631,61.659,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-06 14:29:53.064000,Recurring,facebook
1WGRXDF0,신채하,FEMALE,19.0,159.0,80.0,82.1,70.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 18:26:15.896000,Recurring,facebook
3WORETE8,오소희,FEMALE,33.0,167.0,56.3,55.5,53.288999999999994,눔 체중감량 프로그램,completed,44780,2017-05-22 21:00:21.400000,Recurring,naver
N4OTTKS8,황수빈,FEMALE,33.0,157.0,58.6,58.2,54.498000000000005,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-25 14:44:09.000000,Recurring,facebook
SDUH12CW,고소희,FEMALE,18.0,157.0,52.0,47.6,45.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-17 15:57:49.575999,Recurring,facebook
GOXGLFPC,신세율,FEMALE,31.0,168.0,63.0,63.8,58.59,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-16 09:35:11.432000,Recurring,facebook
8OAJ6Q9B,황수인,FEMALE,21.0,158.0,82.4,68.3,55.00000191,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 22:08:10.832000,Recurring,facebook
UYQYNM26,송솔미,FEMALE,30.0,170.0,70.0,68.5,65.1,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-01 15:44:04.424000,Recurring,instagram
58RG5Q0Y,장슬아,FEMALE,37.0,159.0,64.5,67.7,59.98500061,눔 체중감량 프로그램,completed,112500,2017-05-12 15:13:16.208000,Recurring,others
E3LDKQPA,안슬민,FEMALE,18.0,167.0,50.0,50.8,45.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-11 13:08:18.264000,Recurring,facebook
MO8L07RZ,조솔윤,FEMALE,27.0,158.0,60.2,55.8,49.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-11 20:32:32.216000,Recurring,naver
11RJ5SDP,고슬영,FEMALE,22.0,153.0,65.5,,60.91500092,눔 체중감량 프로그램,cancelled,112500,2017-05-02 11:28:54.152000,Recurring,others
MP2ESE2U,이은규,MALE,25.0,172.0,79.5,,73.93499756,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-30 12:00:07.304000,Recurring,facebook
1SWRDEFA,서지영,FEMALE,27.0,157.0,47.0,46.5,43.71,눔 체중감량 프로그램,completed,112500,2017-04-03 23:42:43.240000,Recurring,facebook
IL2P8RRX,허초민,FEMALE,26.0,162.0,81.0,,57.0,눔 체중감량 프로그램,completed,112500,2017-05-04 08:44:09.680000,Recurring,facebook
JGHQ4LC0,이슬빈,FEMALE,23.0,165.0,88.0,87.0,70.0,눔 체중감량 프로그램,completed,112500,2017-05-10 15:56:41.344000,Recurring,facebook
Q0MQYAXI,전슬미,FEMALE,46.0,159.0,73.5,69.4,68.355,눔 체중감량 프로그램,completed,44780,2017-03-09 18:54:46.288000,Recurring,facebook
MF1AJDSI,윤성원,MALE,36.0,173.0,76.0,,66.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-31 08:29:09.296000,Recurring,email
BN5ZFNA0,이채영,FEMALE,23.0,175.0,64.8,,60.263999999999996,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-07 14:46:19.408000,Recurring,facebook
BK12JS61,오세희,FEMALE,24.0,160.0,56.1,56.5,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-28 10:19:39.856000,Recurring,facebook
4COQ0DG4,이소은,FEMALE,26.0,168.0,63.0,62.5,63.611999999999995,눔 체중감량 프로그램,completed,112500,2017-03-14 21:18:54.280000,Recurring,facebook
O50QD4JZ,배승희,FEMALE,29.0,156.0,63.6,,53.6,눔 체중감량 프로그램,completed,44780,2017-04-17 23:05:53.280000,Recurring,direct
85FO5HA0,서채은,FEMALE,20.0,164.0,56.0,56.0,52.0,눔 체중감량 프로그램 (천원 체험),cancelled,118000,2017-06-11 00:38:36.992000,Recurring,others
WZXABNS5,임솔미,FEMALE,28.0,154.0,58.0,,53.94,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-26 18:58:18.608000,Recurring,email
W438L1Z0,고채하,FEMALE,21.0,163.0,80.0,,53.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-16 10:23:04.080000,Recurring,others
H7K7SY7Y,백소영,FEMALE,27.0,164.0,51.9,51.7,48.266999999999996,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-03 10:15:33.000000,Recurring,facebook
VJY64RZ7,장소원,FEMALE,27.0,160.0,57.0,54.0,50.0,눔 체중감량 프로그램,cancelled,112500,2017-05-12 15:37:10.272000,Recurring,facebook
FA4QZACH,허수연,FEMALE,43.0,160.0,59.0,59.4,54.86999893,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-10 19:42:00.608000,Recurring,facebook
RP1PT2HT,신채현,FEMALE,22.0,159.0,56.0,54.6,50.0,눔 체중감량 프로그램,completed,112500,2017-05-17 05:51:42.375999,Recurring,naver
Z4IBQ505,송채은,FEMALE,20.0,161.0,62.0,,57.66,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-24 23:41:50.288000,Recurring,facebook
YC9EM8Y0,신승원,MALE,28.0,171.0,96.5,,72.0,눔 체중감량 프로그램,cancelled,44780,2017-05-25 18:34:15.736000,Recurring,google
GWVF13YT,유채희,FEMALE,28.0,156.0,77.4,73.0,58.0,눔 체중감량 프로그램,cancelled,112500,2017-05-05 11:43:30.088000,Recurring,facebook
OLZP6343,유세민,FEMALE,31.0,155.0,63.0,60.5,58.59,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-07 23:14:41.008000,Recurring,facebook
PCOX4981,김소희,FEMALE,23.0,162.0,99.8,98.6,91.698,눔 체중감량 프로그램,completed,44780,2017-04-13 12:19:01.608000,Recurring,facebook
MHTZOIGH,임송빈,MALE,30.0,167.0,76.0,74.19,60.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 12:54:28.128000,Recurring,facebook
7AEVORSK,허슬영,FEMALE,33.0,172.0,68.5,68.1,61.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-28 15:19:39.944000,Recurring,facebook
AVVAJ0UM,최소정,FEMALE,22.0,160.0,54.0,,49.0,눔 체중감량 프로그램 (천원 체험),cancelled,68900,2017-07-24 21:57:25.024000,Recurring,naver
FRI86RW1,신소희,FEMALE,19.0,162.0,45.8,45.0,45.8,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-28 19:34:08.664000,Recurring,facebook
89Y9Y2J6,권세안,FEMALE,25.0,158.0,75.5,75.5,48.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-09 01:10:12.968000,Recurring,others
GUTDKWHY,문슬아,FEMALE,44.0,165.0,75.0,73.4,69.75,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-05-29 18:54:53.872000,Recurring,email
NUMP73EY,조서영,FEMALE,27.0,162.0,84.6,,78.67800140000001,눔 체중감량 프로그램,completed,112500,2017-04-18 20:00:36.208000,Recurring,facebook
CFS7UXZL,류소원,FEMALE,21.0,155.0,54.0,,47.5,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-25 23:07:44.200000,Recurring,others
PXDYUQGG,서성연,FEMALE,29.0,160.0,56.0,55.8,52.08000183,눔 체중감량 프로그램,completed,112500,2017-04-24 14:05:31.200000,Recurring,others
MMTZCWX4,박설아,FEMALE,25.0,158.0,55.0,,51.15,눔 체중감량 프로그램 (천원 체험),completed,132000,2017-08-25 17:54:01.840000,Recurring,facebook
SR5KEEIH,김지애,FEMALE,21.0,157.0,62.3,61.0,55.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-31 21:19:21.088000,Recurring,facebook
6B6BCB0D,최채빈,FEMALE,22.0,156.0,58.4,57.3,42.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-24 01:09:58.816000,Recurring,direct
GAG3ENQZ,오동해,MALE,29.0,173.0,77.0,,71.61000061,눔 체중감량 프로그램,completed,112500,2017-05-07 20:55:22.792000,Recurring,facebook
4TRIO6TD,권채연,FEMALE,24.0,165.0,61.0,60.0,48.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 09:37:12.064000,Recurring,naver
HEF2QH47,이진호,MALE,28.0,170.0,87.9,,81.74700165,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-20 22:46:14.336000,Recurring,facebook
IDQJ5Y89,허선이,FEMALE,48.0,165.0,57.0,56.0,53.0,눔 체중감량 프로그램,cancelled,112500,2017-04-01 11:28:14.072000,Recurring,facebook
R3891FMT,오초현,FEMALE,26.0,155.0,46.7,46.3,43.431000000000004,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-06 22:52:58.272000,Recurring,naver
1U0SE79D,홍설아,FEMALE,32.0,160.0,61.0,74.0,52.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-04 08:27:51.576000,Recurring,facebook
2W3WKWZY,서소희,FEMALE,24.0,155.0,75.0,,55.0,눔 체중감량 프로그램 (천원 체험),cancelled,132000,2017-08-25 17:03:52.128000,Recurring,facebook
GME6DGFV,신승혜,FEMALE,37.0,159.0,62.8,,58.40399933,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-10 20:16:26.920000,Recurring,facebook
49AH6HKB,임슬민,FEMALE,22.0,160.0,75.5,74.7,55.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-27 15:51:11.928000,Recurring,facebook
R99FHCYO,박동윤,MALE,24.0,175.0,100.0,,93.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-01 16:15:58.656000,Recurring,direct
YTVP7V0C,안성아,FEMALE,22.0,157.0,56.0,56.4,52.08,눔 체중감량 프로그램,completed,112500,2017-04-28 00:48:56.152000,Recurring,others
IHGCVGRG,안설윤,FEMALE,21.0,163.0,59.0,,49.09999847,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-22 20:24:22.016000,Recurring,naver
XLCJT6XS,배성희,MALE,35.0,181.0,95.0,,88.35,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-24 07:36:31.288000,Recurring,naver
7WZJLIPC,안승아,FEMALE,32.0,168.0,63.2,,53.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-02 01:41:13.328000,Recurring,facebook
K3OCYCL8,황수정,FEMALE,24.0,163.0,65.0,,60.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-07 20:36:58.000000,Recurring,naver
WDN9H48G,최소율,,,,,,,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-25 22:49:21.896000,Recurring,facebook
P4E1VAUQ,임서영,FEMALE,27.0,165.0,70.0,,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-12 17:03:01.872000,Recurring,facebook
T3Y4B1TQ,허선희,FEMALE,22.0,158.0,70.2,,65.286,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-16 02:07:45.760000,Recurring,facebook
RNZDMARS,오초민,FEMALE,48.0,175.0,89.0,86.0,68.0,눔 체중감량 프로그램,refunded,112500,2017-05-19 01:07:23.112000,Recurring,others
EJGSO563,강채정,FEMALE,22.0,167.0,63.0,,53.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-16 02:04:21.832000,Recurring,facebook
E568M5L2,고동율,MALE,28.0,170.0,98.7,92.5,91.791,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-06-11 19:46:05.264000,Recurring,facebook
F338YMIG,정승예,FEMALE,24.0,173.0,64.5,,54.5,눔 체중감량 프로그램,cancelled,112500,2017-04-25 22:18:28.192000,Recurring,facebook
F4JLIS9Q,배슬빈,,,,,,,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-22 21:12:00.632000,Recurring,facebook
JX81JI27,조소희,FEMALE,23.0,152.0,52.0,,48.36000061,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-09 08:24:35.040000,Recurring,facebook
CRLLCRBP,배윤열,MALE,25.0,175.0,75.0,,69.75,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-05-12 00:35:27.376000,Recurring,facebook
80H50CRL,손초민,FEMALE,26.0,164.0,59.5,,55.33499908,눔 체중감량 프로그램,completed,112500,2017-03-16 22:21:07.680000,Recurring,facebook
FGQ4UFJO,손영재,MALE,28.0,176.0,90.0,,83.7,눔 체중감량 프로그램,cancelled,112500,2017-04-24 17:40:12.768000,Recurring,others
AGNY1HP1,문도율,MALE,23.0,171.0,98.0,,91.13999939,눔 체중감량 프로그램,completed,112500,2017-05-10 08:02:24.175999,Recurring,direct
0PZIAS3V,백슬빈,FEMALE,24.0,154.0,63.0,61.9,52.0,눔 체중감량 프로그램,refunded,112500,2017-03-20 09:02:50.000000,Recurring,facebook
VU60FJUF,정동윤,MALE,22.0,179.0,73.1,73.0,67.98299837,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-24 23:34:24.848000,Recurring,facebook
9HAZ0N6C,오현준,MALE,30.0,167.0,76.0,74.19,60.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 12:56:52.128000,Recurring,facebook
UQSVXUPL,최슬영,FEMALE,34.0,169.0,65.0,63.9,60.45000076,눔 체중감량 프로그램,refunded,112500,2017-04-29 12:15:25.687999,Recurring,facebook
DJ37WSPO,김승이,FEMALE,26.0,163.0,60.2,60.5,55.986000000000004,눔 체중감량 프로그램,cancelled,112500,2017-04-02 07:58:51.832000,Recurring,facebook
RCG01L1G,문태환,MALE,28.0,180.0,118.4,,110.11199950000001,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-05 23:58:20.400000,Recurring,facebook
O9FKWLZ7,손채이,FEMALE,21.0,168.0,76.8,72.8,55.00000381,눔 체중감량 프로그램 (천원 체험),refunded,68900,2017-07-28 22:06:35.112000,Recurring,facebook
81BB8MWJ,정채윤,FEMALE,26.0,162.0,57.5,,53.47500229,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-30 09:48:07.712000,Recurring,facebook
9JKQ8JI2,류지애,FEMALE,38.0,160.0,80.0,,74.4000001,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-11 10:39:47.320000,Recurring,facebook
3LDUPGCW,강서애,FEMALE,23.0,174.0,100.0,,93.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-03 00:40:47.184000,Recurring,facebook
AKIJ1UFW,조초민,FEMALE,46.0,159.0,73.5,69.4,68.355,눔 체중감량 프로그램,completed,44780,2017-03-09 18:53:23.288000,Recurring,facebook
XEG523ZE,조지율,FEMALE,21.0,161.0,56.5,,47.0,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-07-28 14:58:04.432000,Recurring,facebook
YWEKI4AD,백슬영,FEMALE,23.0,157.0,58.0,,46.0,눔 체중감량 프로그램,cancelled,44780,2017-05-25 08:08:18.928000,Recurring,others
8823ZTC8,최선정,FEMALE,31.0,165.0,82.9,,58.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-26 15:53:03.640000,Recurring,facebook
6TDGK82I,권채빈,FEMALE,28.0,159.0,86.0,83.0,55.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-30 18:25:42.288000,Recurring,facebook
LQI0XIHY,최슬영,FEMALE,25.0,160.0,64.0,,59.52,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-07-13 16:14:46.648000,Recurring,facebook
DWN2SPT6,강세희,FEMALE,26.0,160.0,58.0,57.9,53.93999863,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-22 09:56:02.384000,Recurring,others
5ALGFRDP,배서원,FEMALE,27.0,161.0,65.0,63.0,60.45,눔 체중감량 프로그램,cancelled,112500,2017-04-25 05:44:19.904000,Recurring,others
LP1SFERW,김승아,FEMALE,28.0,166.0,52.0,54.0,48.0,눔 체중감량 프로그램,cancelled,112500,2017-04-30 15:51:59.352000,Recurring,facebook
UJ8QWTQK,권성은,FEMALE,22.0,164.0,62.0,61.8,52.0,눔 체중감량 프로그램,cancelled,112500,2017-04-20 15:39:26.800000,Recurring,naver
X94AABTK,황채율,FEMALE,24.0,159.0,63.0,62.5,53.9,눔 체중감량 프로그램 (천원 체험),refunded,132000,2017-08-27 20:47:24.088000,Recurring,facebook
MMZGMGDY,고슬지,FEMALE,20.0,172.0,68.0,,63.24,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-10 02:31:53.168000,Recurring,facebook
OOVSU9MK,조서우,FEMALE,29.0,163.0,62.0,,57.66,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-09 17:23:10.432000,Recurring,facebook
DWIY22JJ,장동희,MALE,24.0,178.0,84.0,82.4,73.0,눔 체중감량 프로그램,completed,112500,2017-05-13 15:40:38.104000,Recurring,facebook
E4F2SQLH,황채안,FEMALE,31.0,161.0,79.8,,57.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-01 12:12:26.632000,Recurring,naver
PTL8M24N,최설빈,FEMALE,20.0,152.0,52.8,,45.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-14 10:58:53.272000,Recurring,facebook
E5NNWPAU,백설민,FEMALE,28.0,159.0,66.3,63.4,61.659,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-03 21:08:08.352000,Recurring,facebook
810WT7AF,최준연,MALE,39.0,182.0,92.0,88.5,75.0,눔 체중감량 프로그램,refunded,112500,2017-03-17 11:46:48.192000,Recurring,facebook
8VC40M6P,문지빈,FEMALE,22.0,163.0,54.0,,48.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 18:59:58.648000,Recurring,facebook
K3DE5U3J,배승하,FEMALE,44.0,164.0,69.0,70.2,64.16999817,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-11 23:51:57.256000,Recurring,facebook
SBMJ23BQ,조채영,FEMALE,30.0,172.0,72.4,68.4,67.33200073,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-24 23:29:03.128000,Recurring,facebook
ILBSSFD5,이슬비,FEMALE,26.0,157.0,51.0,50.0,48.5,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-05-29 22:39:15.575999,Recurring,facebook
L8Z8A81Y,오선아,FEMALE,21.0,163.0,61.0,,48.0,눔 체중감량 프로그램 (천원 체험),completed,118000,2017-06-09 02:26:08.920000,Recurring,facebook
DTSMLWQT,허서빈,FEMALE,27.0,151.0,45.0,50.0,40.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-28 12:16:31.248000,Recurring,direct
9S4KECLA,권지안,FEMALE,24.0,169.0,72.4,,67.33200073,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-05 18:38:33.264000,Recurring,facebook
PJIG17VA,문슬영,FEMALE,28.0,168.0,82.6,79.2,63.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-27 12:11:37.952000,Recurring,facebook
7ZP8V422,양시준,MALE,36.0,170.0,88.0,81.4,80.538,눔 체중감량 프로그램,completed,112500,2017-03-06 22:03:19.096000,Recurring,facebook
DABF2MYD,배솔미,FEMALE,25.0,165.0,53.0,49.8,49.0,눔 체중감량 프로그램,completed,44780,2017-04-12 14:21:02.304000,Recurring,google
1VAB4G1W,양동한,MALE,23.0,180.0,95.0,92.1,88.34999847,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-28 08:26:16.864000,Recurring,facebook
DQRCI9B4,허서영,FEMALE,19.0,167.0,65.0,64.4,51.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-05-29 23:11:52.088000,Recurring,facebook
TOXCOVUT,손슬윤,FEMALE,24.0,161.0,59.7,57.8,49.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-13 12:44:11.688000,Recurring,facebook
CLSA31B7,오서혜,,,,,,,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-12 04:14:04.288000,Recurring,naver
48YRLVCP,조설영,FEMALE,25.0,160.0,52.7,,49.011,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-07 21:56:32.328000,Recurring,facebook
AMPCGV63,유승윤,FEMALE,28.0,162.0,63.5,64.0,59.055,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-04 14:23:31.160000,Recurring,facebook
NZ9C8TZV,신서연,FEMALE,22.0,167.0,64.5,59.5,54.0,눔 체중감량 프로그램,cancelled,112500,2017-04-12 18:06:44.256000,Recurring,facebook
9PLI2EHH,권슬희,FEMALE,20.0,157.0,57.0,53.5,52.9469986,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-23 08:24:30.104000,Recurring,facebook
LFDRF7HO,황초영,FEMALE,26.0,166.0,61.6,,57.288000000000004,눔 체중감량 프로그램,refunded,112500,2017-03-17 12:03:37.232000,Recurring,facebook
XKSKJR50,송초영,FEMALE,39.0,163.0,53.0,,49.29,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-28 23:57:18.335999,Recurring,facebook
ZPUNWEUI,송수아,FEMALE,36.0,163.0,74.5,67.7,69.28500366,눔 체중감량 프로그램,cancelled,112500,2017-05-15 07:35:17.824000,Recurring,facebook
0V5VIRU0,홍솔윤,FEMALE,24.0,158.0,72.0,,66.95999908,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 22:18:16.056000,Recurring,facebook
UH778BEC,권채연,FEMALE,25.0,170.0,67.0,,57.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-25 21:01:57.920000,Recurring,facebook
4FCQC2NE,서초은,FEMALE,28.0,163.0,76.0,,70.68000031,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-04 22:56:37.200000,Recurring,facebook
JPEBHQZ3,강태원,MALE,22.0,179.0,73.1,73.0,67.98299837,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-07-24 23:39:17.848000,Recurring,facebook
C96594BF,황세연,FEMALE,20.0,158.0,60.3,,56.07899857,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-07 23:20:39.920000,Recurring,others
TDQOIA78,황세율,FEMALE,21.0,163.0,59.0,59.0,51.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-27 11:47:51.928000,Recurring,facebook
CAQ5761A,정서원,FEMALE,31.0,161.0,68.0,68.0,63.24,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-26 16:03:19.688000,Recurring,facebook
WZ548UEP,서지빈,FEMALE,29.0,177.0,73.0,73.0,67.89,눔 체중감량 프로그램,cancelled,112500,2017-04-20 09:22:40.000000,Recurring,naver
XOC89GFS,서서빈,FEMALE,23.0,166.0,62.7,63.6,55.0,눔 체중감량 프로그램 (천원 체험),completed,118000,2017-06-09 01:52:05.608000,Recurring,facebook
7343KIMD,황초영,FEMALE,42.0,154.0,50.5,49.8,46.96500015,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-04 09:38:48.016000,Recurring,facebook
1EI3ON1S,윤수애,FEMALE,27.0,158.0,49.5,,46.03499985,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-17 19:33:00.008000,Recurring,naver
0JLJJCS2,정세희,FEMALE,27.0,163.0,61.0,57.9,45.0,눔 체중감량 프로그램,completed,112500,2017-05-24 09:50:48.352000,Recurring,others
CEZ01AGG,강선정,FEMALE,25.0,162.0,58.7,57.5,53.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-26 09:51:13.032000,Recurring,facebook
4CWQGUTH,한서안,FEMALE,33.0,156.0,47.0,,42.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-17 17:52:01.744000,Recurring,facebook
RNH4IEP8,전세윤,FEMALE,39.0,164.0,68.0,67.5,53.0,눔 체중감량 프로그램,completed,112500,2017-05-19 11:27:47.768000,Recurring,others
0RWSVS6Q,유슬비,FEMALE,33.0,163.0,60.0,59.4,52.0,눔 체중감량 프로그램,cancelled,112500,2017-04-17 17:16:39.744000,Recurring,direct
ZVTDEVKJ,강슬빈,FEMALE,24.0,168.0,73.0,,67.88999939,눔 체중감량 프로그램,completed,112500,2017-05-18 16:40:15.600000,Recurring,naver
